lat,lon
16.28988287,101.4952495
16.28957066,101.4950657
16.28861977,101.4944924
16.28764316,101.4933983
16.28688992,101.4920983
16.28637164,101.4921277
16.28572449,101.4927836
16.28535807,101.4926722
16.28497098,101.4922013
16.28490631,101.4919077
16.28494473,101.4915961
16.28503968,101.4912016
16.28540955,101.4907176
16.2856424,101.4899555
16.2852618,101.4894504
16.28519909,101.4888469
16.2843348,101.4882305
16.28392931,101.4881614
16.28330842,101.4880815
16.28310852,101.4884939
16.28288056,101.4885668
16.28268238,101.4881218
16.28252658,101.4881986
16.28244878,101.4885861
16.28216478,101.4889914
16.28186313,101.4891845
16.28110904,101.4890519
16.28104229,101.4887583
16.28102906,101.4881172
16.2813622,101.4878508
16.28159224,101.4874948
16.28200077,101.4870872
16.28233669,101.4868986
16.28247585,101.4865213
16.28285728,101.4861247
16.28295,101.4857791
16.28323853,101.4855713
16.2839015,101.484905
16.28428237,101.4841631
16.28416501,101.4836917
16.2843054,101.4833636
16.28400762,101.4831607
16.28369265,101.483298
16.28351533,101.4833279
16.2834528,101.4830835
16.28332774,101.4830422
16.28311198,101.482709
16.28335061,101.4825618
16.28336393,101.4823567
16.28270323,101.4820004
16.28226681,101.4823241
16.28189052,101.4823702
16.28168703,101.4822179
16.28163818,101.481994
16.28116252,101.4817557
16.28017133,101.4824516
16.27924738,101.4823759
16.27867192,101.4825423
16.27784959,101.4811789
16.27717247,101.4798154
16.27590535,101.4783289
16.27576741,101.4781577
16.27580372,101.4775025
16.27619579,101.4769787
16.27584732,101.4765664
16.27524456,101.4766571
16.27474717,101.4768463
16.27470177,101.477667
16.27451116,101.4779733
16.27382851,101.4777162
16.2723109,101.4783894
16.27141773,101.4793766
16.27069882,101.4807269
16.2703139,101.4814267
16.26955511,101.482185
16.26917387,101.4832459
16.26883441,101.4833045
16.26861113,101.4830908
16.26813551,101.4828449
16.26781141,101.4818774
16.26745165,101.4815027
16.26709734,101.4814486
16.26644065,101.4809584
16.2659659,101.4809128
16.26516552,101.4813881
16.26485017,101.4813575
16.264372,101.4806001
16.26406828,101.4804121
16.26369545,101.4806088
16.26348578,101.4810221
16.26455554,101.48284
16.26479968,101.4830706
16.26480545,101.4833918
16.26467316,101.4835387
16.2644013,101.4834918
16.2637573,101.483772
16.26390048,101.4846269
16.26429771,101.4852723
16.2642928,101.48548
16.26410182,101.4856392
16.26382405,101.4858964
16.26351603,101.4855772
16.2634406,101.4852096
16.26321997,101.4850074
16.26240622,101.4848658
16.26221442,101.4851696
16.26216217,101.4855703
16.26196012,101.4856281
16.26152548,101.4854435
16.26130746,101.4852441
16.26131336,101.4848695
16.2610356,101.4847391
16.26044316,101.4850009
16.25992049,101.4855293
16.25887653,101.4850988
16.25835455,101.4843142
16.25809356,101.4833283
16.25789329,101.4829686
16.2579676,101.4823405
16.25785243,101.4821108
16.25764422,101.4819295
16.25724993,101.4817846
16.25707605,101.4812518
16.25678586,101.4810824
16.2566576,101.4814223
16.25544782,101.4814305
16.25511185,101.4819241
16.25446519,101.4816996
16.25327483,101.4815965
16.25293695,101.4811809
16.25275441,101.4798348
16.25175048,101.479981
16.25138445,101.4798923
16.25043587,101.4801676
16.25009218,101.4806981
16.24947371,101.4801744
16.24821297,101.4802363
16.24750493,101.4811976
16.24685963,101.4810715
16.2469642,101.4805634
16.24620089,101.4803094
16.24599401,101.4808499
16.24520456,101.4807026
16.24459222,101.4812546
16.24471779,101.4822516
16.24534826,101.4823181
16.24534081,101.4825371
16.24506151,101.482756
16.24534535,101.4834401
16.2449047,101.4836608
16.24449019,101.4836093
16.24412758,101.4833409
16.24330545,101.4842786
16.24408865,101.4852835
16.24448025,101.4857051
16.24463882,101.4864907
16.24456216,101.4865729
16.24433268,101.4864605
16.24421655,101.486511
16.24408345,101.4867207
16.2441456,101.487116
16.24387674,101.487259
16.24356404,101.48764
16.24316644,101.4878619
16.24291316,101.4877521
16.2427278,101.4875363
16.24264786,101.4873399
16.24265281,101.4870198
16.24215688,101.4870356
16.24121791,101.4861731
16.24073737,101.4859294
16.24047757,101.4860218
16.24006751,101.4865278
16.24005414,101.4866366
16.24024451,101.4866924
16.2404264,101.4865448
16.24041547,101.4867805
16.24004495,101.4869956
16.23987667,101.4872092
16.23992837,101.4875194
16.23827254,101.4878126
16.23846238,101.4873327
16.2379212,101.4869121
16.23709548,101.4876535
16.23719149,101.4880844
16.23725107,101.4886491
16.23662828,101.4896476
16.23624487,101.4896523
16.23586811,101.4890282
16.23546823,101.4889824
16.23571601,101.4885632
16.23579031,101.4881439
16.23556969,101.4879054
16.23587574,101.4873042
16.23578589,101.4868712
16.23348569,101.4861005
16.23265943,101.4886665
16.23143671,101.488528
16.23091787,101.4868446
16.23132927,101.486545
16.22995954,101.4854022
16.22952183,101.4864655
16.22917576,101.4849494
16.22856322,101.4837697
16.22771335,101.4838785
16.22684892,101.4830536
16.22650923,101.4838336
16.22591144,101.4823927
16.22557785,101.4823588
16.22474692,101.4826864
16.22422144,101.4835922
16.22384882,101.4836355
16.22358155,101.4832958
16.22273081,101.4840414
16.22248921,101.4853541
16.22257147,101.4863536
16.22176891,101.4870038
16.22115943,101.4887985
16.22140586,101.4894849
16.22134685,101.4898116
16.22025325,101.4900593
16.21929005,101.4889063
16.21897458,101.4889699
16.21885967,101.4891735
16.21874477,101.4893772
16.21880336,101.4896531
16.21902388,101.4897845
16.21895752,101.4905269
16.21596176,101.4930437
16.21556625,101.4934661
16.21473121,101.4949245
16.21451184,101.49528
16.21476073,101.4957468
16.21567749,101.4960044
16.21666365,101.4961655
16.21761426,101.4957318
16.21817053,101.4958282
16.21849547,101.4959727
16.21968188,101.497373
16.22022883,101.4981574
16.22010904,101.4991038
16.22055601,101.499219
16.21948863,101.501022
16.21927716,101.5011626
16.2190342,101.5010242
16.21872185,101.4999703
16.2185483,101.4998198
16.21842101,101.4992115
16.21799703,101.4991016
16.21783131,101.4988178
16.21738989,101.4986879
16.21705351,101.4988398
16.21639953,101.498723
16.2160147,101.4987791
16.21562988,101.4990037
16.21482706,101.5001337
16.2144869,101.500276
16.21443452,101.5006941
16.21461653,101.5009393
16.21515711,101.5011483
16.21529668,101.5020985
16.21546449,101.5022082
16.21579424,101.5021975
16.2158754,101.502417
16.21578875,101.5026231
16.21537823,101.5025401
16.21517591,101.5028065
16.21516581,101.503132
16.21536391,101.5034576
16.21593972,101.5036474
16.21596033,101.5038613
16.21584214,101.5040631
16.21535382,101.5039518
16.21514598,101.5041506
16.21507695,101.5043736
16.21512359,101.5047411
16.21530902,101.5049881
16.21575803,101.5050472
16.21581377,101.5052749
16.21568444,101.5055388
16.21537005,101.5057545
16.21511928,101.5059883
16.21496104,101.5064389
16.21470448,101.5065462
16.21435539,101.5065692
16.21365489,101.5063652
16.21325837,101.5068594
16.21311632,101.5075946
16.21320488,101.5077789
16.21366358,101.507915
16.21400661,101.508039
16.21423398,101.5080667
16.21490298,101.5074805
16.21530688,101.5074043
16.21583269,101.5074625
16.21650043,101.5073712
16.21670551,101.5074485
16.21652579,101.5086363
16.21627667,101.5089568
16.21637693,101.5092995
16.21634995,101.5095176
16.2160685,101.5099044
16.21563668,101.5099901
16.21510847,101.5105027
16.21513547,101.5108828
16.21552371,101.5117304
16.21585413,101.5119396
16.21731576,101.5118313
16.21782539,101.5120837
16.21854323,101.5126975
16.21864803,101.5130463
16.21886237,101.5134014
16.2190767,101.5137565
16.21909591,101.5143485
16.21883752,101.5148683
16.21912881,101.5156521
16.21854234,101.5164563
16.21723875,101.5168269
16.21697444,101.5167412
16.21675639,101.515764
16.21642268,101.5157145
16.21588944,101.5167518
16.21552388,101.5170851
16.21528174,101.5180141
16.21420853,101.5195202
16.21384061,101.5195558
16.21359142,101.519138
16.21292668,101.5188232
16.21269728,101.519003
16.21257486,101.5194039
16.21279068,101.5197691
16.21310544,101.5199283
16.21387464,101.5225779
16.2146352,101.5239439
16.21481761,101.5251832
16.21577947,101.5272454
16.2159894,101.5282361
16.21556166,101.5286615
16.21545051,101.5293341
16.21559431,101.5298076
16.21594324,101.5303328
16.21647387,101.531667
16.21660068,101.5325608
16.21715877,101.5338526
16.21739824,101.534684
16.21781478,101.5357797
16.21786476,101.5366161
16.21854272,101.5385798
16.21918112,101.5391422
16.21941708,101.5407186
16.21957463,101.5427844
16.22008835,101.5444793
16.22045236,101.5453228
16.22176221,101.5455384
16.22235974,101.546702
16.22263114,101.548159
16.22260005,101.5487087
16.22227216,101.549485
16.22308061,101.550502
16.22358672,101.5512789
16.22403764,101.5515849
16.22433027,101.5514787
16.22494564,101.5501781
16.22467951,101.5495896
16.22577322,101.5487802
16.22690649,101.5485065
16.22793649,101.5493815
16.22774883,101.5516386
16.22715166,101.5519396
16.22637602,101.5519307
16.22613578,101.5526344
16.22686394,101.5549788
16.22788953,101.5570754
16.22647611,101.5595437
16.22588838,101.5596626
16.22508887,101.5608683
16.22527567,101.5618822
16.2252501,101.5632255
16.22564094,101.5647548
16.22512458,101.5655095
16.22401334,101.5647774
16.22337801,101.5650675
16.22314958,101.565956
16.22413591,101.5665242
16.22388546,101.5668702
16.22337356,101.5666715
16.22293039,101.5668455
16.2228093,101.5671453
16.22328337,101.5676745
16.22301717,101.5686729
16.22314576,101.5691091
16.22272694,101.5697046
16.22277922,101.5702539
16.22260407,101.5708431
16.2225803,101.5713865
16.222314,101.5719093
16.2223951,101.5727006
16.22219462,101.5732636
16.22218811,101.5744516
16.22292134,101.5747248
16.22182168,101.5763815
16.22114465,101.5761081
16.22080131,101.5760956
16.2202705,101.5763062
16.21773107,101.5779113
16.21688985,101.5793415
16.21693792,101.5795266
16.21779357,101.579552
16.21909111,101.5793821
16.21945129,101.5797282
16.21928991,101.5800128
16.21932974,101.5802109
16.21959069,101.5802263
16.21998898,101.5810149
16.21990022,101.5813883
16.2193294,101.5822917
16.21843325,101.5833189
16.21829709,101.5839663
16.21721996,101.5848632
16.21662638,101.5850441
16.21620117,101.5847142
16.21606196,101.5842627
16.21617251,101.5840282
16.21665941,101.5841577
16.21703676,101.5839575
16.2169612,101.5837265
16.21645965,101.5834046
16.21620888,101.583118
16.21590265,101.5829245
16.21574954,101.5831166
16.21556176,101.5838063
16.21497831,101.5838452
16.21476819,101.5822162
16.21441835,101.5820815
16.21375387,101.582473
16.21330217,101.5831317
16.21298103,101.5837904
16.21283678,101.5839838
16.2126599,101.5839732
16.21230351,101.5836568
16.21183907,101.5838921
16.21153783,101.5845012
16.21179145,101.5848555
16.21157742,101.585148
16.2109391,101.5856784
16.21080669,101.5860049
16.20952516,101.5869533
16.20925543,101.5873238
16.20898572,101.5872525
16.20883454,101.5868599
16.20836729,101.5868846
16.20793784,101.5874238
16.20787944,101.587788
16.20801687,101.5880502
16.20872547,101.5883465
16.20824748,101.5888175
16.20822064,101.58924
16.20757077,101.5893152
16.2073267,101.5893
16.20714792,101.588945
16.2071238,101.5884275
16.20701383,101.5881178
16.20706705,101.5877911
16.20694502,101.5876731
16.20624591,101.5879502
16.20599024,101.5881714
16.20577575,101.588801
16.20551684,101.5888826
16.20529351,101.5888858
16.20513129,101.5886844
16.20514407,101.5883054
16.20501324,101.5882814
16.20467361,101.5884709
16.2043738,101.5885205
16.20413177,101.5887055
16.20403768,101.5888575
16.20412785,101.5890387
16.20407183,101.5892572
16.20339385,101.5892085
16.2030332,101.5892443
16.20231846,101.5894953
16.2019972,101.5895081
16.20089597,101.5892049
16.20086115,101.5889977
16.2009954,101.5884354
16.20109142,101.5882595
16.20153663,101.5880587
16.20174479,101.5878155
16.20173333,101.5874607
16.20178537,101.5872382
16.20189805,101.587157
16.20233715,101.5871089
16.20312001,101.5875963
16.20338145,101.5875917
16.20362374,101.587177
16.20370715,101.5866419
16.20350169,101.5861519
16.20350567,101.5857146
16.20278971,101.5856242
16.20279934,101.5850367
16.20248255,101.5846951
16.20161435,101.5845449
16.20130547,101.5838206
16.20213131,101.5840965
16.20263611,101.5837878
16.20236773,101.5832507
16.20094694,101.5834606
16.20000972,101.5845817
16.19888869,101.5849373
16.19863453,101.5845408
16.19899305,101.5838254
16.19855508,101.5833971
16.19701884,101.5838847
16.19677152,101.5844475
16.19582073,101.5845056
16.19500838,101.5836734
16.19475538,101.5827787
16.19404682,101.5827142
16.19332494,101.5831605
16.19124844,101.5831603
16.18843336,101.5827455
16.18705814,101.5820117
16.18634386,101.5834687
16.18604801,101.5836868
16.18513418,101.583094
16.18449348,101.5820001
16.18288642,101.5810385
16.1822361,101.581068
16.18194159,101.5803491
16.18133479,101.5800854
16.17818218,101.5795707
16.1778536,101.579458
16.17758629,101.580047
16.17526629,101.5783712
16.17285016,101.577948
16.17194849,101.5773855
16.17112563,101.5773724
16.17002702,101.5779336
16.16885183,101.5763575
16.16841742,101.5763988
16.16807767,101.5756539
16.16732565,101.5752814
16.16638981,101.5753555
16.16553315,101.5752482
16.1640631,101.5760877
16.16357319,101.5769079
16.16277673,101.5773234
16.16216402,101.5782737
16.16165851,101.5783182
16.16023381,101.5781713
16.15988346,101.5778442
16.15998715,101.5773543
16.15975713,101.5769191
16.15961114,101.5768286
16.15945358,101.5769067
16.15930758,101.5771474
16.15920787,101.5772315
16.15903716,101.5771883
16.15891863,101.5766924
16.15850281,101.5764037
16.15791307,101.5761874
16.15724507,101.576279
16.15636319,101.5763791
16.15539177,101.5759493
16.15528371,101.5757422
16.15533219,101.5751549
16.15478898,101.5751374
16.15421099,101.5751923
16.15367648,101.5753559
16.15310718,101.5755919
16.15349754,101.5767887
16.1537449,101.5771879
16.15385118,101.5774554
16.15383572,101.5777772
16.15355259,101.5779795
16.15346078,101.5783991
16.15391493,101.5786632
16.15433429,101.5790541
16.15432752,101.5792639
16.15419972,101.5795019
16.15393279,101.5796494
16.1533006,101.579145
16.15309756,101.5802691
16.15327433,101.5821167
16.15375406,101.5832217
16.15367215,101.5835297
16.15340817,101.5835342
16.15265718,101.5831404
16.15161921,101.5828372
16.15109881,101.5837075
16.15103064,101.5842156
16.15160603,101.5846061
16.15197199,101.5843939
16.15222454,101.584324
16.15246161,101.5843654
16.15266389,101.5846784
16.15269546,101.5851654
16.15297053,101.5856524
16.15288059,101.5859914
16.15275585,101.5861856
16.15252676,101.5861987
16.15215132,101.5859879
16.15177227,101.5860546
16.15132185,101.5857529
16.15101927,101.5857409
16.15084236,101.5859849
16.1507959,101.5863738
16.15095736,101.5865001
16.15110872,101.5864898
16.15135424,101.5866265
16.1512231,101.5873331
16.15142825,101.5879192
16.15144508,101.5882602
16.15104321,101.5892364
16.15133076,101.5911398
16.15152414,101.5927002
16.15114801,101.5929504
16.15047403,101.5929429
16.14960887,101.5930017
16.14993063,101.5923141
16.15001342,101.5917592
16.14953859,101.5917019
16.14893475,101.5919386
16.14794778,101.5936824
16.14762955,101.5947036
16.14732706,101.5948824
16.14672972,101.5943748
16.14674969,101.5939551
16.14666409,101.5929988
16.14603181,101.5927695
16.14576347,101.5928705
16.14559744,101.5930868
16.14551442,101.5937589
16.14475598,101.5939789
16.1446476,101.5941884
16.1448802,101.5944424
16.14577716,101.5945528
16.14597072,101.5953378
16.14613122,101.5954483
16.14606809,101.5957358
16.14549483,101.595863
16.14498516,101.5955782
16.1447144,101.5947724
16.14444164,101.5945826
16.14374604,101.5942134
16.1435157,101.5940085
16.14331668,101.5936894
16.14327981,101.5932241
16.14333692,101.5927426
16.14317753,101.5925385
16.14298683,101.5924811
16.14272566,101.5925298
16.14255857,101.5927416
16.14243846,101.5933611
16.14256634,101.5936994
16.14253761,101.5941192
16.14239404,101.5943535
16.14220349,101.5944737
16.14166839,101.5945124
16.14142434,101.5943851
16.14115582,101.5944633
16.14088729,101.59446
16.14039282,101.5941037
16.14002364,101.5936333
16.14024176,101.5920542
16.14016289,101.5918109
16.13906631,101.5912246
16.13764882,101.5910211
16.13743341,101.5911639
16.13718475,101.5918589
16.13690476,101.5939071
16.13521882,101.5942785
16.13476892,101.5949347
16.13505498,101.5959789
16.13651483,101.5966033
16.13606551,101.5976317
16.13798313,101.5982686
16.13760547,101.6002647
16.13621776,101.6009764
16.13615283,101.6021711
16.13592382,101.6032595
16.13529831,101.604397
16.13526071,101.6056
16.13581188,101.6069381
16.13716843,101.6081391
16.13723743,101.6095784
16.13683474,101.61067
16.13513084,101.6117869
16.13437717,101.6116907
16.13309624,101.6131566
16.1323575,101.6131121
16.13201185,101.6135177
16.13224298,101.6142359
16.1319065,101.6157408
16.13208103,101.6160999
16.1325037,101.6162281
16.1330443,101.6161926
16.13392444,101.6143206
16.13445082,101.6141468
16.13562186,101.6144613
16.13681666,101.6150072
16.1383771,101.6152597
16.13848316,101.615635
16.13753092,101.6190914
16.13707445,101.6196227
16.13630352,101.6197858
16.13475189,101.6190649
16.13309164,101.6193182
16.13247771,101.619271
16.13182447,101.6196329
16.13228481,101.621466
16.1320272,101.6219705
16.13109256,101.6219159
16.13017319,101.6223387
16.12954644,101.6230309
16.1296076,101.6236412
16.13079567,101.6245917
16.13164521,101.6253534
16.1318265,101.625624
16.13165449,101.6261005
16.13089283,101.6267408
16.12976262,101.6293307
16.13017521,101.6298252
16.13077839,101.6293212
16.13118503,101.6286943
16.13153179,101.6286849
16.13292023,101.6293097
16.13356171,101.62918
16.13420319,101.6287639
16.13473415,101.6291603
16.13506857,101.6297203
16.13528506,101.6301985
16.13534432,101.6309223
16.13503431,101.6317527
16.13404103,101.6326926
16.13291634,101.63314
16.13201236,101.6334731
16.1317391,101.6338063
16.13149443,101.6348553
16.13167025,101.6362327
16.13078651,101.6373312
16.13013441,101.6375795
16.12944043,101.6391262
16.12848365,101.6396608
16.12851887,101.6409374
16.1289483,101.6425424
